crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P039;16009312;0001-01-01 13:00:00+00:00;0001-01-01 13:20:00+00:00;2016-10-29;10/29/2016;SATURDAY;TOWN OWNED;35.770464376;-78.78470608;;CENTRAL ZONE;;;No;;53669;Larceny;Part I;"""Last Year""";N;"35.770464376; -78.78470608";"""Everything;Last Year""";Everything,Last Year;KILMAYNE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P039;17006693;0001-01-01 14:00:24+00:00;0001-01-01 13:51:25+00:00;2017-08-06;08/07/2017;MONDAY;TOWN OWNED;35.765067997;-78.79073489;CARY PINES APTS;;03JAN2011;Active;Yes;Active;53675;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.765067997; -78.79073489";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WICKLOW CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P040;16010177;0001-01-01 04:10:00+00:00;0001-01-01 04:14:00+00:00;2016-11-27;11/27/2016;SUNDAY;TOWN OWNED;35.756882503;-78.81177376;;COLONIAL TOWNES TOWNHOMES;;;No;;53802;Larceny;Part I;"""Last Year""";N;"35.756882503; -78.81177376";"""Everything;Last Year""";Everything,Last Year;COLONIAL TOWNES CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P040;17002493;0001-01-01 22:00:00+00:00;0001-01-01 07:23:00+00:00;2017-03-23;03/24/2017;FRIDAY;TOWN OWNED;35.754003443;-78.81545419;;PICARDY POINTE;;;No;;53803;Larceny;Part I;"""Last Year""";N;"35.754003443; -78.81545419";"""Everything;Last Year""";Everything,Last Year;KETTLEBRIDGE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P040;17004468;0001-01-01 01:46:00+00:00;0001-01-01 01:47:00+00:00;2017-05-26;05/26/2017;FRIDAY;TOWN OWNED;35.754164942;-78.81326306;;PICARDY POINTE;;;No;;53811;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.754164942; -78.81326306";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;GLENBUCKLEY RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;115;P042;17004338;0001-01-01 18:00:00+00:00;0001-01-01 12:00:00+00:00;2017-05-20;05/21/2017;SUNDAY;TOWN OWNED;35.746411137;-78.79238645;;MACGREGOR DOWNS;;;No;;53917;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.746411137; -78.79238645";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;ST ANDREWS LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P041;16008963;0001-01-01 08:00:00+00:00;0001-01-01 16:30:00+00:00;2016-10-12;10/18/2016;TUESDAY;TOWN OWNED;35.737984946;-78.8144461;;CARY AUTO PARK;;;No;;54178;Larceny;Part I;"""Last Year""";N;"35.737984946; -78.8144461";"""Everything;Last Year""";Everything,Last Year;AUTO PARK BLVD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P048;17004483;0001-01-01 21:00:00+00:00;0001-01-01 09:00:00+00:00;2017-05-25;05/26/2017;FRIDAY;TOWN OWNED;35.698497042;-78.79227354;;STONEBRIDGE;;;No;;54318;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.698497042; -78.79227354";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;ONYX CREEK DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P051;17001301;0001-01-01 13:30:00+00:00;0001-01-01 05:30:00+00:00;2017-02-10;02/13/2017;MONDAY;TOWN OWNED;35.667209491;-78.76494812;;MIDDLE CREEK HIGH SCHOOL;;;No;;54399;Larceny;Part I;"""Last Year""";N;"35.667209491; -78.76494812";"""Everything;Last Year""";Everything,Last Year;MIDDLE CREEK PARK AV
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P051;17003882;0001-01-01 13:48:31+00:00;0001-01-01 13:48:32+00:00;2017-05-08;05/08/2017;MONDAY;TOWN OWNED;35.666761638;-78.76070729;;MIDDLE CREEK HIGH SCHOOL;;;No;;54401;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.666761638; -78.76070729";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;MIDDLE CREEK PARK AV
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P052;17006679;0001-01-01 22:00:00+00:00;0001-01-01 07:30:00+00:00;2017-08-06;08/07/2017;MONDAY;TOWN OWNED;35.701899493;-78.78977232;;;;;No;;54472;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.701899493; -78.78977232";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;STONEBEND LOOP
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P053;16010199;0001-01-01 19:00:00+00:00;0001-01-01 21:00:00+00:00;2016-11-27;11/27/2016;SUNDAY;TOWN OWNED;35.733572561;-78.78746615;;REGENCY PARK;;;No;;54657;Larceny;Part I;"""Last Year""";N;"35.733572561; -78.78746615";"""Everything;Last Year""";Everything,Last Year;REGENCY PKWY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P053;17005753;0001-01-01 20:30:00+00:00;0001-01-01 08:30:00+00:00;2017-07-06;07/07/2017;FRIDAY;TOWN OWNED;35.735538569;-78.78065434;;CRESCENT COMMONS SHOP CENTER;;;No;;54661;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.735538569; -78.78065434";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;KILDAIRE FARM RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P053;17005887;0001-01-01 14:00:00+00:00;0001-01-01 16:00:00+00:00;2017-07-11;07/11/2017;TUESDAY;TOWN OWNED;35.733924264;-78.78436523;;CRESCENT COMMONS OFFICE PARK;;;No;;54662;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.733924264; -78.78436523";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CRESCENT GREEN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;116;P053;17007594;0001-01-01 11:00:00+00:00;0001-01-01 13:50:00+00:00;2017-09-03;09/03/2017;SUNDAY;TOWN OWNED;35.733572561;-78.78746615;;REGENCY PARK;;;No;;54664;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.733572561; -78.78746615";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;REGENCY PKWY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P001;16009032;0001-01-01 15:15:00+00:00;0001-01-01 16:30:00+00:00;2016-10-20;10/20/2016;THURSDAY;TOWN OWNED;35.781024182;-78.82537181;;FRED G BOND PARK;;;No;;54914;Larceny;Part I;"""Last Year""";N;"35.781024182; -78.82537181";"""Everything;Last Year""";Everything,Last Year;HIGH HOUSE RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P001;17001458;0001-01-01 10:00:00+00:00;0001-01-01 12:00:00+00:00;2017-02-17;02/17/2017;FRIDAY;TOWN OWNED;35.781024183;-78.82537225;;FRED G BOND PARK;;;No;;54917;Larceny;Part I;"""Last Year""";N;"35.781024183; -78.82537225";"""Everything;Last Year""";Everything,Last Year;HIGH HOUSE RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P009;17005742;0001-01-01 23:05:00+00:00;0001-01-01 23:22:49+00:00;2017-07-06;07/06/2017;THURSDAY;TOWN OWNED;35.765002974;-78.82233935;;BROOKGREEN;;;No;;54972;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.765002974; -78.82233935";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;ARVO LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P013;17004596;0001-01-01 12:00:00+00:00;0001-01-01 07:00:00+00:00;2017-05-25;05/26/2017;FRIDAY;TOWN OWNED;35.783843353;-78.85972315;;WELLSLEY;;;No;;55044;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.783843353; -78.85972315";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BERGERON WAY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P018;16011079;0001-01-01 15:07:45+00:00;0001-01-01 16:07:46+00:00;2016-12-21;12/21/2016;WEDNESDAY;TOWN OWNED;35.789301942;-78.8524979;;CORNERSTONE;;;No;;55145;Larceny;Part I;"""Last Year""";N;"35.789301942; -78.8524979";"""Everything;Last Year""";Everything,Last Year;HIGH HOUSE RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P018;17006825;0001-01-01 17:00:00+00:00;0001-01-01 11:00:00+00:00;2017-08-10;08/11/2017;FRIDAY;TOWN OWNED;35.784568336;-78.84583063;;FENTON ESTATES;;;No;;55148;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.784568336; -78.84583063";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;EVANSHIRE DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P064;16011318;0001-01-01 18:12:21+00:00;0001-01-01 18:12:22+00:00;2016-12-29;12/29/2016;THURSDAY;TOWN OWNED;35.777575892;-78.83492069;;YMCA;;;No;;55273;Larceny;Part I;"""Last Year""";N;"35.777575892; -78.83492069";"""Everything;Last Year""";Everything,Last Year;YMCA DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P064;17003463;0001-01-01 16:45:00+00:00;0001-01-01 18:42:46+00:00;2017-04-25;04/25/2017;TUESDAY;TOWN OWNED;35.777575892;-78.83492069;;YMCA;;;No;;55277;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.777575892; -78.83492069";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;YMCA DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P064;17008108;0001-01-01 18:00:00+00:00;0001-01-01 18:15:00+00:00;2017-09-19;09/19/2017;TUESDAY;TOWN OWNED;35.777575892;-78.83492069;;;;;No;;55279;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.777575892; -78.83492069";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;YMCA DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P068;17003932;0001-01-01 12:00:00+00:00;0001-01-01 07:00:00+00:00;2017-05-10;05/10/2017;WEDNESDAY;TOWN OWNED;35.780815467;-78.81428042;;BATTERY AT HIGH HOUSE;;;No;;55466;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.780815467; -78.81428042";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BUCKLAND MILLS CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P068;17007939;0001-01-01 20:30:00+00:00;0001-01-01 07:08:07+00:00;2017-09-13;09/14/2017;THURSDAY;TOWN OWNED;35.776476634;-78.81553778;;;;;No;;55472;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.776476634; -78.81553778";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;LECKFORD WAY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P071;16010228;0001-01-01 02:00:00+00:00;0001-01-01 09:30:00+00:00;2016-11-28;11/28/2016;MONDAY;TOWN OWNED;35.772225466;-78.86254135;;BROOKSTONE;;;No;;55574;Larceny;Part I;"""Last Year""";N;"35.772225466; -78.86254135";"""Everything;Last Year""";Everything,Last Year;BROOK CREEK DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P118;17000260;0001-01-01 13:30:00+00:00;0001-01-01 21:00:00+00:00;2017-01-10;01/10/2017;TUESDAY;TOWN OWNED;35.78539641;-78.87300496;;HIGH HOUSE CROSSING SHOP CENTE;;;No;;55628;Larceny;Part I;"""Last Year""";N;"35.78539641; -78.87300496";"""Everything;Last Year""";Everything,Last Year;NC 55 HWY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;117;P118;17002048;0001-01-01 08:30:00+00:00;0001-01-01 20:41:30+00:00;2017-03-09;03/09/2017;THURSDAY;TOWN OWNED;35.78539641;-78.87300496;;HIGH HOUSE CROSSING SHOP CENTE;;;No;;55629;Larceny;Part I;"""Last Year""";N;"35.78539641; -78.87300496";"""Everything;Last Year""";Everything,Last Year;NC 55 HWY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;118;P004;16011233;0001-01-01 17:00:00+00:00;0001-01-01 08:22:00+00:00;2016-12-26;12/27/2016;TUESDAY;TOWN OWNED;35.738726586;-78.75519765;BENNINGTON WOODS APTS.;BENNINGTON WOODS APTS;24AUG2011;Active;Yes;Active;55841;Larceny;Part I;"""Last Year""";N;"35.738726586; -78.75519765";"""Everything;Last Year""";Everything,Last Year;RICE RANCH WAY
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;118;P120;16009413;0001-01-01 17:00:00+00:00;0001-01-01 10:45:24+00:00;2016-10-26;11/02/2016;WEDNESDAY;TOWN OWNED;35.760374891;-78.73906041;;CROSSROADS PLAZA SHOP CENTER;;;No;;56547;Larceny;Part I;"""Last Year""";N;"35.760374891; -78.73906041";"""Everything;Last Year""";Everything,Last Year;CROSSROADS BLVD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D3;118;P120;17002965;0001-01-01 11:30:00+00:00;0001-01-01 12:41:35+00:00;2017-04-08;04/08/2017;SATURDAY;TOWN OWNED;35.759450612;-78.74368115;;SOUTHEAST ZONE;;;No;;56551;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.759450612; -78.74368115";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;WALNUT ST
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17003114;0001-01-01 12:30:00+00:00;0001-01-01 09:00:00+00:00;2017-04-13;04/14/2017;FRIDAY;TOWN OWNED;35.856874238;-78.89663775;BEXLEY AT TRIANGLE PARK APTS;BEXLEY AT TRIANGLE PARK;19SEP2012;Active;Yes;Active;56733;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.856874238; -78.89663775";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;OWLTOWN RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17003126;0001-01-01 18:30:00+00:00;0001-01-01 06:15:00+00:00;2017-04-13;04/14/2017;FRIDAY;TOWN OWNED;35.854879389;-78.89846636;BEXLEY AT TRIANGLE PARK APTS;BEXLEY AT TRIANGLE PARK;19SEP2012;Active;Yes;Active;56735;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.854879389; -78.89846636";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;TALKING ROCK DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17003131;0001-01-01 21:00:00+00:00;0001-01-01 07:50:00+00:00;2017-04-13;04/14/2017;FRIDAY;TOWN OWNED;35.862137042;-78.89621084;CHANCERY VILLAGE AT THE PARK APTS.;CHANCERY VILLAGE AT THE PARK;03JAN2011;Active;Yes;Active;56738;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.862137042; -78.89621084";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BURBAGE CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17003132;0001-01-01 20:00:00+00:00;0001-01-01 12:00:00+00:00;2017-04-13;04/14/2017;FRIDAY;TOWN OWNED;35.862137042;-78.89621084;CHANCERY VILLAGE AT THE PARK APTS.;CHANCERY VILLAGE AT THE PARK;03JAN2011;Active;Yes;Active;56739;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.862137042; -78.89621084";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BURBAGE CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17003135;0001-01-01 22:30:00+00:00;0001-01-01 06:00:00+00:00;2017-04-13;04/14/2017;FRIDAY;TOWN OWNED;35.862610557;-78.89595711;CHANCERY VILLAGE AT THE PARK APTS.;CHANCERY VILLAGE AT THE PARK;03JAN2011;Active;Yes;Active;56741;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.862610557; -78.89595711";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CITADEL CREEK LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17005516;0001-01-01 22:30:00+00:00;0001-01-01 08:59:00+00:00;2017-06-28;06/29/2017;THURSDAY;TOWN OWNED;35.849768997;-78.8920547;PARKSIDE PLACE;PARKSIDE TOWN COMMONS;;Inactive;Yes;Active;56750;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.849768997; -78.8920547";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;DOMINION OAK CIR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17006143;0001-01-01 01:30:25+00:00;0001-01-01 01:42:26+00:00;2017-07-20;07/20/2017;THURSDAY;TOWN OWNED;35.856874238;-78.89663775;BEXLEY AT TRIANGLE PARK APTS;BEXLEY AT TRIANGLE PARK;19SEP2012;Active;Yes;Active;56752;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.856874238; -78.89663775";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;OWLTOWN RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17006519;0001-01-01 22:00:00+00:00;0001-01-01 08:45:00+00:00;2017-08-01;08/02/2017;WEDNESDAY;TOWN OWNED;35.848938332;-78.89993367;;;;;No;;56753;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.848938332; -78.89993367";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SILVER STREAM LN
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P074;17007468;0001-01-01 16:42:00+00:00;0001-01-01 16:45:00+00:00;2017-08-30;08/30/2017;WEDNESDAY;TOWN OWNED;35.844511746;-78.89572144;;NORTHWEST ZONE;;;No;;56755;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.844511746; -78.89572144";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;OKELLY CHAPEL RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P076;17000095;0001-01-01 11:00:00+00:00;0001-01-01 10:12:09+00:00;2017-01-03;01/04/2017;WEDNESDAY;TOWN OWNED;35.839775532;-78.91701645;;CAROLINA PRESERVE AT AMBERLY;;;No;;56807;Larceny;Part I;"""Last Year""";N;"35.839775532; -78.91701645";"""Everything;Last Year""";Everything,Last Year;BLACKFRIARS LOOP
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P076;17004393;0001-01-01 17:00:00+00:00;0001-01-01 16:00:00+00:00;2017-05-08;05/23/2017;TUESDAY;TOWN OWNED;35.828780262;-78.9084936;;VILLAGE SQUARE AT AMBERLY;;;No;;56811;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.828780262; -78.9084936";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;RESIDENTS CLUB DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P082;16009059;0001-01-01 12:00:58+00:00;0001-01-01 15:09:59+00:00;2016-10-21;10/21/2016;FRIDAY;TOWN OWNED;35.833592636;-78.88197079;;ALSTON TOWNE SHOPPING CENTER;;;No;;56970;Larceny;Part I;"""Last Year""";N;"35.833592636; -78.88197079";"""Everything;Last Year""";Everything,Last Year;ARCO ST
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;119;P124;17005874;0001-01-01 11:00:00+00:00;0001-01-01 16:00:00+00:00;2017-07-11;07/11/2017;TUESDAY;TOWN OWNED;35.844147968;-78.8882313;;PARKSIDE TOWN COMMONS;;;No;;56981;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.844147968; -78.8882313";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;OKELLY CHAPEL RD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;120;P057;17002674;0001-01-01 20:59:00+00:00;0001-01-01 21:05:00+00:00;2017-03-29;03/29/2017;WEDNESDAY;TOWN OWNED;35.781906257;-78.76218731;;VILLAGE GREEN TOWNHOMES;;;No;;57261;Larceny;Part I;"""Last Year""";N;"35.781906257; -78.76218731";"""Everything;Last Year""";Everything,Last Year;RANDOLPH CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;120;P057;17006813;0001-01-01 01:14:41+00:00;0001-01-01 22:45:00+00:00;2017-08-10;08/10/2017;THURSDAY;TOWN OWNED;35.781053278;-78.76151551;;VILLAGE GREEN TOWNHOMES;;;No;;57262;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.781053278; -78.76151551";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;SURREY CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;120;P059;17007874;0001-01-01 17:30:00+00:00;0001-01-01 09:59:49+00:00;2017-09-10;09/12/2017;TUESDAY;TOWN OWNED;35.78840245;-78.76870957;;RAINBOW ESTATES DUPLEX;;;No;;57407;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.78840245; -78.76870957";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;RAINBOW CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;120;P061;17001983;0001-01-01 18:15:00+00:00;0001-01-01 21:30:00+00:00;2017-03-07;03/07/2017;TUESDAY;TOWN OWNED;35.776750145;-78.76675379;;CARY VILLAGE SQUARE;;;No;;57573;Larceny;Part I;"""Last Year""";N;"35.776750145; -78.76675379";"""Everything;Last Year""";Everything,Last Year;CARY TOWNE BLVD
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D1;120;P062;17006407;0001-01-01 18:30:00+00:00;0001-01-01 14:47:05+00:00;2017-07-28;07/29/2017;SATURDAY;TOWN OWNED;35.768952694;-78.76933824;;TANGLEWOOD;;;No;;57652;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.768952694; -78.76933824";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;ELM ST
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P067;17001340;0001-01-01 16:00:00+00:00;0001-01-01 14:00:00+00:00;2016-02-12;02/15/2016;MONDAY;TOWN OWNED;35.797430279;-78.82870903;;PRESTON BLUFFS;;;No;;57805;Larceny;Part I;"""Last Year""";N;"35.797430279; -78.82870903";"""Everything;Last Year""";Everything,Last Year;VISTA GREEN CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P067;17001475;0001-01-01 21:30:00+00:00;0001-01-01 08:30:00+00:00;2017-02-17;02/18/2017;SATURDAY;TOWN OWNED;35.794645955;-78.82203819;;PRESTON HIGHLANDS;;;No;;57806;Larceny;Part I;"""Last Year""";N;"35.794645955; -78.82203819";"""Everything;Last Year""";Everything,Last Year;FRENCHMANS BLUFF DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P067;17007931;0001-01-01 04:30:00+00:00;0001-01-01 17:00:00+00:00;2017-09-13;09/13/2017;WEDNESDAY;TOWN OWNED;35.792933162;-78.83482191;;PRESTON GREENS;;;No;;57811;Larceny;Part I;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";N;"35.792933162; -78.83482191";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;TORREY PINES DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P070;17007540;0001-01-01 16:30:00+00:00;0001-01-01 12:00:00+00:00;2017-08-31;09/01/2017;FRIDAY;TOWN OWNED;35.80372542;-78.85267393;;;;;No;;57966;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.80372542; -78.85267393";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;BENWELL CT
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P073;16010981;0001-01-01 15:30:00+00:00;0001-01-01 16:30:00+00:00;2016-12-18;12/18/2016;SUNDAY;TOWN OWNED;35.830925559;-78.8543449;;CARY CORPORATE CENTER;;;No;;57984;Larceny;Part I;"""Last Year""";N;"35.830925559; -78.8543449";"""Everything;Last Year""";Everything,Last Year;DAVIS DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P073;17004096;0001-01-01 12:00:00+00:00;0001-01-01 09:00:00+00:00;2017-05-15;05/15/2017;MONDAY;TOWN OWNED;35.836788517;-78.86428718;;MCCRIMMON AT THE PARK (TOC);;;No;;57986;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.836788517; -78.86428718";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;MARENGO DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;121;P078;17004546;0001-01-01 05:01:00+00:00;0001-01-01 05:01:00+00:00;2017-05-28;05/28/2017;SUNDAY;TOWN OWNED;35.798905163;-78.84266709;;PRESTON POINT;;;No;;58067;Larceny;Part I;"""Last Year;Last 6 Months""";N;"35.798905163; -78.84266709";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CUMBERLAND GREEN DR
LARCENY;LARCENY - FROM MOTOR VEHICLE;;0640;D2;122;P015;17006035;0001-01-01 22:30:00+00:00;0001-01-01 09:00:00+00:00;2017-07-15;07/16/2017;SUNDAY;TOWN OWNED;35.797812226;-78.90046904;;;;;No;;58083;Larceny;Part I;"""Last Year;Last 3 Months;Last 6 Months""";;"35.797812226; -78.90046904";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;BRADY SPRINGS RD
